"id","groupId","Authors","title","journal","volume","pages","date","bookTitle","note","publisher","editors","institution","tech","address"
"498","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CD-91-197, "," Pittsburgh, PA, "
"499","thrun1991a"," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fisher, D., Fahlman, S., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J. and Zhang, J. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," (1991). ","","","",""," School of Computer Science, Carnegie-Mellon University. "," CMU-CS-91-197, ",""
"500","thrun1991a"," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, D. Fisher, S. E. Fahlman, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T.M. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA, "
"501","thrun1991a"," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, D. Fisher, S. E. Fahlman, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T.M. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA, "
"502","thrun1991a"," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, D. Fisher, S. E. Fahlman, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T.M. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA, "
"503","thrun1991a"," Thrun. S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., "," The MONKs Problems: A Performance Comparison of Different Learning Algorithms, ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," (revised version), "," Pittsburgh, PA,"
"504","thrun1991a"," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems a performance comparison of different learning algorithms. ","","",""," 1991. ",""," Available via anonymous ftp from archive.cis.ohio-state.edu, file /pub/neuroprose/thrun.comparison.ps.Z. ","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"505","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, B. Cheng I. Bratko, S. Dzeroski k. De-Jong, S. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, K. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problem: a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University CMU-CS-91-197, "," Technical report, ",""
"506","thrun1991a"," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fisher, D., Fahlman, S., Hamann, R., Kaufman, K., 8 Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pa--chowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J. and Zhang, J. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," (1991). ","","","",""," School of Computer Science, Carnegie-Mellon University. "," CMU-CS-91-197, ",""
"507","thrun1991a"," S. B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. de Jong, S. Dze-roski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kaufaman, S. Keller, I. Kononenko, J. Kreusiger, R. S. Michalski, T. Mitchell, P. Pachowitz, Y. Reich, H. Vafaic, W. Van de Weldel, W. WEnzel, J. Wnek, and J. Zhang. "," The monk's problems: a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"508","thrun1991a"," S. B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. de Jong, S. Dze-roski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kaufaman, S. Keller, I. Kononenko, J. Kreusiger, R. S. Michalski, T. Mitchell, P. Pachowitz, Y. Reich, H. Vafaic, W. Van de Weldel, W. WEnzel, J. Wnek, and J. Zhang. "," The monk's problems: a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"509","thrun1991a"," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fisher, D., Fahlman, S., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pa-chowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J. and Zhang, J. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," (1991). ","","","",""," School of Computer Science, Carnegie-Mellon University. "," CMU-CS-91-197, ",""
"510","thrun1991a"," S. B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. de Jong, S. Dzeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kaufaman, S. Keller, I. Kononenko, J. Kreusiger, R. S. Michalski, T. Mitchell, P. Pachowitz, Y. Reich, H. Vafaic, W. Van de Weldel, W. WEnzel, J. Wnek, and J. Zhang. "," The monk's problems: a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"511","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems: A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"512","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems: A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"513","thrun1991a"," Thrun, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., D zeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kauf-man, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J. "," The MONK's Problems: a performance comparison of different learning algorithms. ","","",""," (1991). ","","","",""," Carnegie Mellon University. "," Technical Report CMU-CS-91-197, ",""
"514","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, "," The MONK's problems a performance comparison of different learning algorithms, ","","",""," 1991. ","","","","","Carnegie Mellon University, "," Technical Report: CMU-CD-91-197, ",""
"515","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Tech. Report: CMU-CD-91-197, ",""
"516","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, "," The MONK's problems a performance comparison of different learning algorithms. ","","","","","","","",""," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CD-91-197, "," Pittsburgh, PA. "
"517","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowitz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The MONK's problems: A performance comparison of differ-ent learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"518","thurn1991a"," Thurn, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., Jong, K. D., Dzeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., de Welde, W. V., Wenzel, W., Wnek, J., and Zhang, J., "," The MONK's problems: A performance comparison of different learning algorithms. ","","",""," December ",""," Also available as ftp://ics.uci.edu/pub/- machine-learning-databases/monks-problems/thrun.comparison.ps.Z. ",""," editors."," Carnegie Mellon University, "," Technical reportCMU-CS-91-197. "," Pittsburgh, PA, "
"519","thurn1991a"," Thurn, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., and Zhang, J.: "," `The MONK's problems: A performance comparison of different learning algorithms', ","","",""," December ",""," The training and test data sets for the MONK's problems are available at the ftp site ics.uci.edu ","",""," Carnegie Mellon University, "," CMU-CS-91-197, ",""
"520","vitek1992a"," Vitek, J., Horspool, R. N., and Uhl, J. S. "," Compile-time analysis of object-oriented programs.","",""," pp. 236-250. "," 1992. "," Proceedings of the Fourth International Conference on Compiler Construction, ","volume 641 of Lecture Notes in Computer Science, (Paderborn, Germany, Oct.). ","Springer-Verlag,"," In Kastens U. and Pfahler, P., Eds., ","",""," Berlin, Germany, "
"521","walter1987a"," Walter, J., Henke-Fahle, S. & Bonhoeffer, F. "," 1987 Avoidance of posterior tectal membranes by temporal retinal axons. ","",""," 909-913. ",""," Development 101, ","","","","","",""
"522","weiss1993a"," Weiss, Y., Edelman, S., and Fahle, M. "," Models of perceptual learning in vernier hyperacuity. "," Neural Computation, "," 5 "," 695-718. 9 "," (1993). ","","","","","","",""
"523","weiss1993a"," Weiss, Y., Edelman, S., and Fahle, M. "," Models of perceptual learning in vernier hyperacuity. "," Neural Computation, "," 5 "," 695-718. "," (1993). ","","","","","","",""
"524","weiss1993a"," Weiss, Y., Edelman, S., and Fahle, M. "," Models of perceptual learning in vernier hyperacuity. "," Neural Computation, "," 5 "," 695-718. "," (1993). ","","","","","","",""
"525","weiss1993a"," Weiss, Y., Edelman, S., and Fahle, M. "," Models of perceptual learning in vernier hyperacuity. "," Neural Computation, "," 5 "," 695-718. "," (1993). ","","","","","","",""
"526","weiss1993a"," Weiss, Y., Edelman, S., and Fahle, M. "," Models of perceptual learning in vernier hyperacuity. "," Neural Computation, "," 5 "," 695-718. "," (1993). ","","","","","","",""
"527","weiss1993a"," Weiss, Y., Edelman, S., and Fahle, M. "," Models of perceptual learning in vernier hyperacuity. "," Neural Computation, "," 5 "," 695-718. "," (1993). ","","","","","","",""
"528","white1994a"," White, M. & Fahlman, S. E. ","   Neural-bench benchmark collection, ","","",""," (1994), ",""," Available by anonymous ftp to ftp.cs.cmu.edu in the /afs/cs/project/connect/bench directory. ","","","","",""
"529","wholey1984a"," Wholey, Skef, and Fahlman, Scott E. "," The design of an instruction set for Common Lisp. ","",""," 150-158. "," August "," In Proc. 1984 ACM Symposium on Lisp and Functional Programming. ACM SIGPLAN/SIGACT/SIGART ","","","","",""," (Austin, Texas, ""530",aha1987"," Kibler, D. & Aha, D. W. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","","","  (pp. 24-30). ",""," Proceedings of the Fourth International Workshop on Machine Learning",""," Morgan Kaufmann. ","","",""," Irvine, CA: "
"531",aha1987"," Kibler, D., & Aha, D. W. "," Learning representative exemplars of concepts: An initial case study. ","","","  (pp.24-30. ",""," In Proceedings of the Fourth International Workshop on Machine Learning",""," Morgan Kaufmann. ","","",""," Irvine, CA: "
"532",aha1987"," Kibler, D., & Aha, D. W. "," Learning representative exemplars of concepts: An initial case study. ","",""," pp. 24-30. ",""," In Proceedings of the Fourth International Workshop on Machine Learning ",""," Morgan Kaufmann. ","","",""," Irvine, CA: "
"533",aha1987"," Kibler, D., & Aha, D. W. "," Learning representative exemplars of concepts: An initial case study. ","",""," (pp. 24-30). ",""," In Proceedings of the Fourth International Workshop on Machine Learning ",""," Morgan Kaufmann. ","","",""," Irvine, CA: "
"534",aha1987"," Kibler, D., & Aha, D. W. "," Learning representative exemplars of concepts: An initial case study. ","",""," pp. 24-30 ",""," In Proceedings of the Fourth International Workshop on Machine Learning",""," Morgan Kaufmann. ","","",""," Irvine, CA: "
"535",aha1987"," Kibler, D., and Aha, D. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," 24-30. ",""," In Proceedings of the 4th International Workshop on Machine Learning, ","","","","","",""
"536",aha1987"," Kibler, D., and Aha, D. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," 24-30. ",""," In Proceedings of the 4th International Workshop on Machine Learning, ","","","","","",""
"537",aha1987"," Kibler, D., and Aha, D. W. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," 24-30. ",""," In Proceedings of the Fourth International Workshop on Machine Learning. ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
"538",aha1987"," Kibler, D., and Aha, D. W. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," 24-30. ",""," In Proceedings of the Fourth International Workshop on Machine Learning. ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
"539",aha1987"," Kibler, D., and Aha David W. "," Learning representative exemplars of concepts: An initial case study. ","",""," pp. 24-30. ",""," Proceedings of the Fourth International Workshop on Machine Learning, ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
"540","aha1987"," Kibler, D., and David W. Aha, "," Learning representative exemplars of concepts: An initial case study. ","",""," pp. 24-30. ",""," Proceedings of the Fourth International Workshop on Machine Learning. ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
"541","aha1987"," Kibler, D., and David W. Aha, "," Learning representative exemplars of concepts: An initial case study. ","",""," pp. 24-30. ",""," Proceedings of the Fourth International Workshop on Machine Learning. ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
"542","aha1987"," Kibler, D., and David W. Aha, "," Learning representative exemplars of concepts: An initial case study. ","",""," pp. 24-30. ",""," Proceedings of the Fourth International Workshop on Machine Learning. ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
